Cid,Year,Ethnicity,Sex,Cause of Death,Count,Percent
19204,2007,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,43,3
19205,2007,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",12,1
19206,2007,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,47,3
19207,2007,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,497,31
19208,2007,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,25,2
19209,2007,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,68,4
19210,2007,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),38,2
19211,2007,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,528,33
19212,2007,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,11,1
19213,2007,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,1
19214,2007,ASIAN & PACIFIC ISLANDER,MALE,PEPTIC ULCER,5,0
19215,2007,ASIAN & PACIFIC ISLANDER,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,7,0
19216,2007,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,10,1
19217,2007,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,12,1
19218,2007,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,72,2
19219,2007,HISPANIC,FEMALE,ALZHEIMERS DISEASE,43,1
19220,2007,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,19,0
19221,2007,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22,1
19222,2007,HISPANIC,FEMALE,ATHEROSCLEROSIS,12,0
19223,2007,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,12,0
19224,2007,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,0
19225,2007,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,164,4
19226,2007,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,9,0
19227,2007,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,37,1
19228,2007,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,116,3
19229,2007,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",28,1
19230,2007,HISPANIC,FEMALE,DIABETES MELLITUS,205,5
19231,2007,HISPANIC,FEMALE,DISEASES OF HEART,1418,34
19232,2007,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,78,2
19233,2007,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,109,3
19234,2007,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,190,5
19235,2007,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),25,1
19236,2007,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,969,23
19237,2007,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",45,1
19238,2007,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",8,0
19239,2007,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,48,1
19240,2007,HISPANIC,FEMALE,SEPTICEMIA,49,1
19241,2007,HISPANIC,FEMALE,SHORT GESTATION/LBW,13,0
19242,2007,HISPANIC,FEMALE,VIRAL HEPATITIS,37,1
19243,2007,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,154,3
19244,2007,HISPANIC,MALE,ALZHEIMERS DISEASE,11,0
19245,2007,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,21,0
19246,2007,HISPANIC,MALE,ASSAULT (HOMICIDE),114,2
19247,2007,HISPANIC,MALE,ATHEROSCLEROSIS,11,0
19248,2007,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,20,0
19249,2007,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,11,0
19250,2007,HISPANIC,MALE,CEREBROVASCULAR DISEASE,126,3
19251,2007,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,107,2
19252,2007,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,106,2
19253,2007,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29,1
19254,2007,HISPANIC,MALE,DIABETES MELLITUS,177,4
19255,2007,HISPANIC,MALE,DISEASES OF HEART,1327,29
19256,2007,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,76,2
19257,2007,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,218,5
19258,2007,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,189,4
19259,2007,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),56,1
19260,2007,HISPANIC,MALE,MALIGNANT NEOPLASMS,1013,22
19261,2007,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,56,1
19262,2007,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",39,1
19263,2007,HISPANIC,MALE,PARKINSONS DISEASE,7,0
19264,2007,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,183,4
19265,2007,HISPANIC,MALE,RESPIRATORY DISTRESS OF NEWBORN,7,0
19266,2007,HISPANIC,MALE,SEPTICEMIA,31,1
19267,2007,HISPANIC,MALE,SHORT GESTATION/LBW,13,0
19268,2007,HISPANIC,MALE,VIRAL HEPATITIS,90,2
19269,2007,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,87,1
19270,2007,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,41,1
19271,2007,NON-HISPANIC BLACK,FEMALE,ANEMIAS,18,0
19272,2007,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,25,0
19273,2007,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),41,1
19274,2007,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
19275,2007,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,38,1
19276,2007,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,16,0
19277,2007,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,279,4
19278,2007,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,33,0
19279,2007,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,163,2
19280,2007,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37,0
19281,2007,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,358,5
19282,2007,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2722,36
19283,2007,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,166,2
19284,2007,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,248,3
19285,2007,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,295,4
19286,2007,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),20,0
19287,2007,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1800,24
19288,2007,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",80,1
19289,2007,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",25,0
19290,2007,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,87,1
19291,2007,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,89,1
19292,2007,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,15,0
19293,2007,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,32,0
19294,2007,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,158,2
19295,2007,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,18,0
19296,2007,NON-HISPANIC BLACK,MALE,ANEMIAS,19,0
19297,2007,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,33,0
19298,2007,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),267,4
19299,2007,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,29,0
19300,2007,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,22,0
19301,2007,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,24,0
19302,2007,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,213,3
19303,2007,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,78,1
19304,2007,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,137,2
19305,2007,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,0
19306,2007,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,246,4
19307,2007,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2121,32
19308,2007,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,137,2
19309,2007,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,377,6
19310,2007,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,230,3
19311,2007,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),58,1
19312,2007,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1523,23
19313,2007,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,49,1
19314,2007,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",58,1
19315,2007,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,13,0
19316,2007,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,163,2
19317,2007,NON-HISPANIC BLACK,MALE,SEPTICEMIA,67,1
19318,2007,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,20,0
19319,2007,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,60,1
19320,2007,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,162,1
19321,2007,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,107,1
19322,2007,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,37,0
19323,2007,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),12,0
19324,2007,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,39,0
19325,2007,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,60,0
19326,2007,NON-HISPANIC WHITE,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,12,0
19327,2007,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,372,3
19328,2007,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,18,0
19329,2007,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,54,0
19330,2007,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,472,3
19331,2007,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",40,0
19332,2007,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,231,2
19333,2007,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,7050,49
19334,2007,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,155,1
19335,2007,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,40,0
19336,2007,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,659,5
19337,2007,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),64,0
19338,2007,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3519,24
19339,2007,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,23,0
19340,2007,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",89,1
19341,2007,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,35,0
19342,2007,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,28,0
19343,2007,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,85,1
19344,2007,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,79,1
19345,2007,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,12,0
19346,2007,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,36,0
19347,2007,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,297,2
19348,2007,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,49,0
19349,2007,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,73,1
19350,2007,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),41,0
19351,2007,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,45,0
19352,2007,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,75,1
19353,2007,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,267,2
19354,2007,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,112,1
19355,2007,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,345,3
19356,2007,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",53,0
19357,2007,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,237,2
19358,2007,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5632,43
19359,2007,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,123,1
19360,2007,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,103,1
19361,2007,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,530,4
19362,2007,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),187,1
19363,2007,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3356,26
19364,2007,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,72,1
19365,2007,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",92,1
19366,2007,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,53,0
19367,2007,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,19,0
19368,2007,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,261,2
19369,2007,NON-HISPANIC WHITE,MALE,SEPTICEMIA,62,0
19370,2007,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,19,0
19371,2007,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,83,1
19372,2008,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,37,3
19373,2008,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS,10,1
19374,2008,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,9,1
19375,2008,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,65,5
19376,2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,0
19377,2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,0
19378,2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30,2
19379,2008,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,1
19380,2008,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,47,4
19381,2008,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,456,34
19382,2008,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,32,2
19383,2008,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,73,5
19384,2008,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),26,2
19385,2008,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,346,26
19386,2008,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,1
19387,2008,ASIAN & PACIFIC ISLANDER,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",5,0
19388,2008,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,10,1
19389,2008,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,9,1
19390,2008,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,54,3
19391,2008,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5,0
19392,2008,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),14,1
19393,2008,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,8,0
19394,2008,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,8,0
19395,2008,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,48,3
19396,2008,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,13,1
19397,2008,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,46,3
19398,2008,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14,1
19399,2008,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,52,3
19400,2008,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,546,33
19401,2008,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,31,2
19402,2008,ASIAN & PACIFIC ISLANDER,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,7,0
19403,2008,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,90,6
19404,2008,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),30,2
19405,2008,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,477,29
19406,2008,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,5,0
19407,2008,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,1
19408,2008,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,7,0
19409,2008,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,5,0
19410,2008,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,11,1
19411,2008,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,68,2
19412,2008,HISPANIC,FEMALE,ALZHEIMERS DISEASE,61,1
19413,2008,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,9,0
19414,2008,HISPANIC,FEMALE,ASSAULT (HOMICIDE),25,1
19415,2008,HISPANIC,FEMALE,ATHEROSCLEROSIS,16,0
19416,2008,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,12,0
19417,2008,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,152,3
19418,2008,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,63,1
19419,2008,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156,3
19420,2008,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",36,1
19421,2008,HISPANIC,FEMALE,DIABETES MELLITUS,228,5
19422,2008,HISPANIC,FEMALE,DISEASES OF HEART,1445,32
19423,2008,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,104,2
19424,2008,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,113,3
19425,2008,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,227,5
19426,2008,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),18,0
19427,2008,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1046,23
19428,2008,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",47,1
19429,2008,HISPANIC,FEMALE,PARKINSONS DISEASE,13,0
19430,2008,HISPANIC,FEMALE,PNEUMONITIS DUE TO SOLIDS AND LIQUIDS,8,0
19431,2008,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",9,0
19432,2008,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,43,1
19433,2008,HISPANIC,FEMALE,SEPTICEMIA,34,1
19434,2008,HISPANIC,FEMALE,SHORT GESTATION/LBW,12,0
19435,2008,HISPANIC,FEMALE,VIRAL HEPATITIS,51,1
19436,2008,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,186,4
19437,2008,HISPANIC,MALE,ALZHEIMERS DISEASE,15,0
19438,2008,HISPANIC,MALE,ANEMIAS,8,0
19439,2008,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,13,0
19440,2008,HISPANIC,MALE,ASSAULT (HOMICIDE),119,2
19441,2008,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,9,0
19442,2008,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,13,0
19443,2008,HISPANIC,MALE,CEREBROVASCULAR DISEASE,124,3
19444,2008,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,149,3
19445,2008,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,132,3
19446,2008,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",50,1
19447,2008,HISPANIC,MALE,DIABETES MELLITUS,191,4
19448,2008,HISPANIC,MALE,DISEASES OF HEART,1330,27
19449,2008,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,70,1
19450,2008,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,222,5
19451,2008,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,187,4
19452,2008,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),70,1
19453,2008,HISPANIC,MALE,MALIGNANT NEOPLASMS,1080,22
19454,2008,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,48,1
19455,2008,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",28,1
19456,2008,HISPANIC,MALE,PARKINSONS DISEASE,19,0
19457,2008,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,172,4
19458,2008,HISPANIC,MALE,SEPTICEMIA,37,1
19459,2008,HISPANIC,MALE,SHORT GESTATION/LBW,14,0
19460,2008,HISPANIC,MALE,VIRAL HEPATITIS,106,2
19461,2008,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,70,1
19462,2008,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,62,1
19463,2008,NON-HISPANIC BLACK,FEMALE,ANEMIAS,15,0
19464,2008,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),36,0
19465,2008,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
19466,2008,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,26,0
19467,2008,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,22,0
19468,2008,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,267,4
19469,2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,40,1
19470,2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,191,3
19471,2008,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38,1
19472,2008,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,380,5
19473,2008,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2725,36
19474,2008,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,192,3
19475,2008,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,227,3
19476,2008,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,318,4
19477,2008,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),20,0
19478,2008,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1756,24
19479,2008,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,14,0
19480,2008,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",71,1
19481,2008,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,14,0
19482,2008,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",22,0
19483,2008,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56,1
19484,2008,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,68,1
19485,2008,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,26,0
19486,2008,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,29,0
19487,2008,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,146,2
19488,2008,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,16,0
19489,2008,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,17,0
19490,2008,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),286,4
19491,2008,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,20,0
